r312c01;"Raum 312";10.3.12.1;9c:8e:99:cf:86:0d;;;
r312c02;"Raum 312";10.3.12.2;9c:8e:99:ca:98:d7;;;
r312c03;"Raum 312";10.3.12.3;9c:8e:99:ca:e1:52;;;
r312c04;"Raum 312";10.3.12.4;9c:8e:99:ca:b8:d8;;;
r312c05;"Raum 312";10.3.12.5;9c:8e:99:ca:cc:bf;;;
r312c06;"Raum 312";10.3.12.6;50:65:f3:4d:97:bc;;;
r312c07;"Raum 312";10.3.12.7;9c:8e:99:d1:a4:4f;;;
r312c08;"Raum 312";10.3.12.8;9c:8e:99:cf:08:de;;;
r312c09;"Raum 312";10.3.12.9;9c:8e:99:cf:03:da;;;
r312c10;"Raum 312";10.3.12.10;9c:8e:99:cf:ae:a6;;;
r312c11;"Raum 312";10.3.12.11;00:19:99:89:5d:46;;;
r312c12;"Raum 312";10.3.12.12;9c:8e:99:db:d5:e1;;;
r312c13;"Raum 312";10.3.12.13;ec:b1:d7:6b:a6:9a;;;
r312c14;"Raum 312";10.3.12.14;ec:b1:d7:68:67:08;;;
r312c15;"Raum 312";10.3.12.15;ec:b1:d7:68:64:ae;;;
r312c16;"Raum 312";10.3.12.16;ec:b1:d7:69:8c:29;;;
r312c17;"Raum 312";10.3.12.17;ec:b1:d7:63:e9:ea;;;
r312c18;"Raum 312";10.3.12.18;ec:b1:d7:6a:d3:87;;;
r312c19;"Raum 312";10.3.12.19;ec:b1:d7:67:fb:10;;;
r312c20;"Raum 312";10.3.12.20;ec:b1:d7:68:66:ad;;;
r312c21;"Raum 312";10.3.12.21;ec:b1:d7:6a:dc:87;;;
r312c22;"Raum 312";10.3.12.22;ec:b1:d7:69:8c:a7;;;
r312c23;"Raum 312";10.3.12.23;ec:b1:d7:6b:72:f4;;;
r312c24;"Raum 312";10.3.12.24;ec:b1:d7:68:67:96;;;
r312c25;"Raum 312";10.3.12.25;ec:b1:d7:64:28:d1;;;
r312c26;"Raum 312";10.3.12.26;ec:b1:d7:69:dd:df;;;
r312c27;"Raum 312";10.3.12.27;ec:b1:d7:65:08:e0;;;
r312c28;"Raum 312";10.3.12.28;00:19:99:89:5d:e7;;;
r312c29;"Raum 312";10.3.12.29;00:19:99:8a:bc:28;;;
r312c30;"Raum 312";10.3.12.30;00:19:99:8a:bc:08;;;
